auroc,brier,ece,calibration_slope,sharpness,high_confidence_error,mean_prediction,model,training_n,regime,seed
0.8027958602224738,0.16955876834643824,0.05519757897345582,0.6824650978673072,0.8089203111966838,0.09874326750448834,0.3215375488241955,Gradient boosting,1000,reference,3
0.7079233572468058,0.2714656355074558,0.2716822489076307,0.39018281447449726,0.7845272803768992,0.28456683878370626,0.5014745247612296,Gradient boosting,1000,novel,3
0.8286737096745846,0.15638644904436272,0.028051702573725818,1.1297613317944983,0.7676593634715057,0.04785894206549118,0.3237956291160664,Neural network,1000,reference,3
0.7121146393295212,0.26351497527038314,0.2938706428795143,0.6033693011235579,0.7297407785365618,0.31543624161073824,0.47846269045381895,Neural network,1000,novel,3
0.8438693128477113,0.14901808453735188,0.021584508967830977,1.010552060953063,0.78686483626035,0.0520656479909451,0.32538188764914383,Logistic regression,2000,reference,3
0.7645951592121635,0.2285266578930347,0.25035980708911304,0.6505378454396409,0.7538853887714363,0.18664383561643835,0.5219735262442203,Logistic regression,2000,novel,3
0.8216396322016617,0.16039220251648897,0.035529439305979335,1.1939875646895997,0.7484800133597097,0.06155218554861731,0.32447230153177437,Random forest,2000,reference,3
0.7400716329933883,0.2520198273592531,0.29893044544083536,0.7660288482011901,0.7036482699583931,0.27628865979381445,0.47340288789249796,Random forest,2000,novel,3
0.8186214284722338,0.16066301674304734,0.0321639557698734,0.8105192014845749,0.795334097748009,0.07800704579768496,0.32181552101788485,Gradient boosting,2000,reference,3
0.726489894856971,0.2597607299950769,0.273240673148501,0.4587704270308812,0.768837879417332,0.2873641304347826,0.49909266018483234,Gradient boosting,2000,novel,3
0.8162968499656936,0.1717679307657667,0.10040269421376526,2.046488032923098,0.6818699705911502,0.020833333333333332,0.3583782441831786,Neural network,2000,reference,3
0.6918485874663746,0.2674523147812266,0.32019701422858693,1.0095525409261767,0.6463006543435358,0.0,0.45219846317937756,Neural network,2000,novel,3
0.844637290171918,0.14833679862290988,0.014718803772623797,0.9748839299552738,0.7894517438442414,0.05425935973955507,0.3332984769627533,Logistic regression,4000,reference,3
